,Category,Message
4811,1,"fyi I'm at usf now, swing by the room whenever"
4812,1,i can call in  &lt;#&gt;  min if thats ok
4813,1,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
4814,1,ÌÏ no home work to do meh... 
4815,1,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
4816,1,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
4817,1,How's ur paper?
4818,1,Got smaller capacity one? Quite ex...
4820,1,Im good! I have been thinking about you...
4822,1,:-) :-)
4823,1,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
4824,1,I am going to sleep. I am tired of travel.
4825,1,"Haha, just what I was thinkin"
4826,1,Yup but it's not giving me problems now so mayb i'll jus leave it...
4827,1,Lol no. Just trying to make your day a little more interesting
4828,1,"How long before you get reply, just defer admission til next semester"
4829,1,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
4830,1,Po de :-):):-):-):-). No need job aha.
4831,1,Rats. Hey did u ever vote for the next themes?
4833,1,I hope your pee burns tonite.
4834,1,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
4835,1,Yay can't wait to party together!
4836,1,....photoshop makes my computer shut down.
4837,1,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
4838,1,That's one of the issues but california is okay. No snow so its manageable
4840,1,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
4841,1,"Awesome, that gonna be soon or later tonight?"
4842,1,I need details about that online job.
4844,1,Missing you too.pray inshah allah
4845,1,Pls help me tell Ashley that i cant find her number oh
4846,1,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
4847,1,S.this will increase the chance of winning.
4848,1,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
4849,1,Maybe you should find something else to do instead???
4850,1,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
4851,1,I liked your new house
4852,1,I'm fine. Hope you are also
4853,1,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
4854,1,Same to u...
4855,1,yes baby! I need to stretch open your pussy!
4856,1,Thanks  and ! Or bomb and date as my phone wanted to say! 
4857,1,Ok...
4858,1,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
4859,1,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
4860,1,Nokia phone is lovly..
4863,1,Sorry da..today i wont come to play..i have driving clas..
4864,1,I'm really sorry I lit your hair on fire
4865,1,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
4866,1,Okey dokey swashbuckling stuff what oh.
4867,1,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
4868,1,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
4869,1,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
4870,1,Well. You know what i mean. Texting
4871,1,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...
4872,1,Lol! Oops sorry! Have fun. 
4873,1,Wat happened to the cruise thing
4874,1,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
4876,1,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
4878,1,Yeah just open chat and click friend lists. Then make the list. Easy as pie
4879,1,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
4880,1,When/where do I pick you up
4881,1,As usual u can call me ard 10 smth.
4882,1,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
4883,1,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
4884,1,Poor girl can't go one day lmao
4885,1,Or just do that 6times
4887,1,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
4888,1,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
4889,1,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
4890,1,Its worse if if uses half way then stops. Its better for him to complete it.
4891,1,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
4892,1,Send me the new number
4893,1,Convey my regards to him
4895,1,2 and half years i missed your friendship:-)
4896,1,I cant pick the phone right now. Pls send a message
4897,1,Oh for fuck's sake she's in like tallahassee
4898,1,"Haha, that was the first person I was gonna ask"
4900,1,Taka lor. Wat time u wan 2 come n look 4 us?
4902,1,"\I;m reaching in another 2 stops.\"""""
4903,1,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
4905,1,Will you come online today night
4906,1,Then anything special?
4907,1,"I'm in solihull, | do you want anything?"
4908,1,Will do. Have a good day
4909,1,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
4910,1,Love that holiday Monday feeling even if I have to go to the dentists in an hour
4911,1,I am on the way to tirupur.
4913,1,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
4914,1,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
4915,1,"Just dropped em off, omw back now"
4917,1,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
4918,1,Re your call; You didn't see my facebook huh?
4919,1,"G says you never answer your texts, confirm/deny"
4920,1,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
4921,1,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
4922,1,Oh yah... We never cancel leh... Haha 
4923,1,We can go 4 e normal pilates after our intro...  
4924,1,Ok... Let u noe when i leave my house.
4925,1,"Oh yes, why is it like torture watching england?"
4926,1,Wanna do some art?! :D
4927,1,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!
4930,1,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
4931,1,Match started.india  &lt;#&gt;  for 2
4932,1,Once free call me sir.
4933,1,Hey do you want anything to buy:)
4934,1,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
4935,1,K..k.:)congratulation ..
4936,1,G wants to know where the fuck you are
4937,1,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
4938,1,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
4939,1,ÌÏ go home liao? Ask dad to pick me up at 6...
4940,1,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
4941,1,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
4942,1,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
4943,1,Wrong phone! This phone! I answer this one but assume the other is people i don't well
4944,1,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
4945,1,I'm already back home so no probably not
4948,1,I am in bus on the way to calicut
4949,1,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
4950,1,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
4952,1,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
4953,1,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
4954,1,Doing my masters. When will you buy a bb cos i have for sale and how's bf
4955,1,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
4956,1,I'm vivek:)i got call from your number.
4957,1,Why didn't u call on your lunch?
4958,1,"What i mean was i left too early to check, cos i'm working a 9-6."
4959,1,I want  &lt;#&gt;  rs da:)do you have it?
4960,1,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
4961,1,Yup ok...
4962,1,I want to see your pretty pussy...
4964,1,"A few people are at the game, I'm at the mall with iouri and kaila"
4967,1,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
4968,1,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
4969,1,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
4970,1,Hey come online! Use msn... We are all there
4971,1,I'm fine. Hope you are good. Do take care.
4972,1,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
4973,1,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
4974,1,Yar... I tot u knew dis would happen long ago already.
4975,1,You are gorgeous! keep those pix cumming :) thank you!
